"ft.idx","mz.precursor","mz.product","rt(min)","rt(s)","Q1","Q3"
531,260.16961837548,70.0615696708017,12.11,726.8,260.2,70.1
532,260.183518173867,85.0246101406055,6.21,372.4,260.2,85
533,260.194801183601,100.071427438767,16.24,974.2,260.2,100.1
535,261.153361044504,84.07686574696,13.24,794.7,261.2,84.1
536,262.049001616563,184.963061442801,14.72,883.4,262,185
537,262.126559370123,85.0245979862955,12.09,725.3,262.1,85
538,262.137477142315,84.0768819883523,13.69,821.2,262.1,84.1
539,262.978721628412,104.988828124867,9.93,595.8,263,105
540,263.143644404728,132.07328653332,10.15,609,263.1,132.1
541,263.198267768642,93.0659768584658,1.23,73.6,263.2,93.1
542,264.051838965271,89.0301709240578,7.24,434.6,264.1,89
543,264.117051745918,132.071892585413,11.39,683.5,264.1,132.1
544,264.117481009882,132.072107874439,11.94,716.1,264.1,132.1
545,265.703291651591,70.06140333085,4.51,270.4,265.7,70.1
546,266.072428567646,134.028085369334,6.75,405,266.1,134
547,267.056025654228,113.029851229688,4.44,266.3,267.1,113
550,268.101534600261,152.052423103642,6.44,386.2,268.1,152.1
551,268.101247333904,136.057498015294,4.66,279.6,268.1,136.1
553,268.188280288721,74.0562241906593,3.86,231.6,268.2,74.1
554,268.997017080059,104.98882426468,9.92,595.3,269,105
556,269.085813449099,137.042790718495,6.07,364.2,269.1,137
557,269.126245622279,226.104680191809,1.11,66.4,269.1,226.1
558,269.158641319988,110.066752037574,8.57,514.2,269.2,110.1
560,271.090138407935,122.020448439559,5.22,313.2,271.1,122
561,271.15105990411,70.0615018972404,14.43,866,271.2,70.1
563,271.66651144238,70.0615813082207,12.12,727.3,271.7,70.1
565,273.015795566651,126.018132728984,8.47,508,273,126
566,273.0568213424,137.042600615019,3.54,212.3,273.1,137
567,273.081749729754,137.04270284498,4.63,277.5,273.1,137
568,273.109503751487,72.0776847227437,8.62,517.2,273.1,72.1
569,273.651571398525,60.0411261826172,16.46,987.4,273.7,60
570,274.089326864762,110.066756614677,11.22,673.3,274.1,110.1
571,274.173574795472,117.098557266677,10.64,638.6,274.2,117.1
572,274.184873095749,70.0615726368616,11.15,669.2,274.2,70.1
573,274.849418207286,176.870468901055,8.81,528.4,274.8,176.9
574,274.906942109464,94.9254781289331,8.82,529,274.9,94.9
575,274.908035848772,128.949919136576,9.95,596.8,274.9,128.9
576,275.072768141879,137.041162816846,4.98,299,275.1,137
577,275.132359737608,95.0561610709257,12.85,771.2,275.1,95.1
578,275.255288308783,95.0819356519237,0.87,52.1,275.3,95.1
579,275.274713358348,88.071697069603,1.65,99.1,275.3,88.1
581,276.098831920272,149.019164673375,8.55,513.1,276.1,149
582,276.116907912228,132.061425730581,13.09,785.5,276.1,132.1
583,276.153202968298,84.0765324469558,13.94,836.5,276.2,84.1
584,276.164078637622,70.0616018063923,12.5,749.8,276.2,70.1
585,276.164480484433,175.115952679448,12.02,721.2,276.2,175.1
586,276.178121778714,85.0245786546608,8.71,522.3,276.2,85
587,276.178432905082,85.0244616693051,7.84,470.3,276.2,85
589,276.847209930002,94.9259070271682,8.81,528.4,276.8,94.9
590,277.101044849461,84.0404297141729,14.18,850.8,277.1,84
591,277.09381676425,201.027840312173,10.25,615.1,277.1,201
592,277.144569685174,85.024605363168,12.12,727.3,277.1,85
593,277.213668024216,67.0510787464868,1.23,73.6,277.2,67.1
594,278.078050365105,95.0559472008455,10.54,632.5,278.1,95.1
597,279.229617806415,67.0510888928568,1.21,72.5,279.2,67.1
598,279.651269748258,44.0464966641597,13.36,801.8,279.7,44
600,280.089537434264,104.102536384061,11.48,688.6,280.1,104.1
602,280.641069991235,160.05600792344,13.72,823.2,280.6,160.1
603,280.659202960722,60.0404752546056,16.29,977.2,280.7,60
604,280.671765219674,85.0246322787571,12.12,727.3,280.7,85
605,281.121531976222,98.0561153879958,9.23,553.9,281.1,98.1
606,282.118161499504,150.073836327338,7.96,477.5,282.1,150.1
607,282.116700214495,150.072969533257,3.62,217.4,282.1,150.1
608,282.167302432403,153.03744936237,9.11,546.8,282.2,153
609,282.27681493451,56.0457162904677,2.48,149,282.3,56
610,283.172576648118,89.0553805145497,1.57,94.5,283.2,89.1
611,283.648665001703,85.0244203890985,11.7,701.8,283.6,85
613,284.050282191454,134.039433142989,13.82,829.3,284.1,134
614,284.096419644185,152.053121075042,7.43,445.8,284.1,152.1
615,284.103608898298,104.102555517039,11.49,689.6,284.1,104.1
616,284.969733559786,128.94992018251,9.93,595.8,285,128.9
617,285.038054618733,149.019027010276,10.08,604.9,285,149
618,285.080014613179,153.037316071396,9.11,546.8,285.1,153
619,285.116878755913,110.066746165853,12.62,756.9,285.1,110.1
620,285.125094447055,136.044468745501,10.15,609,285.1,136
622,285.682092934853,84.076506508742,15.39,923.2,285.7,84.1
624,286.08451494473,208.996387886347,14.79,887.5,286.1,209
625,286.148668928211,116.065716885676,11.54,692.7,286.1,116.1
627,286.19906640845,85.0234211925905,5.88,353,286.2,85
628,287.052439726298,132.061752217477,13.74,824.2,287.1,132.1
629,289.038713173504,112.04631645735,4.47,268.4,289,112
630,289.158979503284,84.0764871374093,13.43,805.9,289.2,84.1
631,289.159380586968,84.0404519246291,12.75,765.1,289.2,84
632,289.184467175348,84.0765518865868,12.39,743.7,289.2,84.1
633,289.184545000764,84.0764736494563,13.01,780.4,289.2,84.1
634,290.083508992339,174.033770910149,6.44,386.7,290.1,174
635,290.120708676808,244.114375383018,4.81,288.8,290.1,244.1
636,290.131963107719,84.0765338481845,13.01,780.4,290.1,84.1
637,290.132385940551,58.061969261513,12.05,723.3,290.1,58.1
638,290.143600312206,70.0615458541892,13.4,803.8,290.1,70.1
639,290.143444552781,70.0615313852879,13.87,832.4,290.1,70.1
640,290.156906839732,84.0405365151998,11.97,718.2,290.2,84
641,290.179466421664,60.0411616793225,11.61,696.7,290.2,60
642,290.881254745573,94.9259052087456,8.81,528.4,290.9,94.9
644,291.046492312835,137.041276388828,5,300,291,137
645,291.067696396337,159.023141099973,6.08,364.8,291.1,159
646,291.079591300082,88.0359591032689,13.82,829.3,291.1,88
647,291.127745517514,70.0615397424715,14.35,860.9,291.1,70.1
648,291.972230270868,94.9259052087456,8.79,527.4,292,94.9
649,292.111445230421,60.041700730851,13.29,797.2,292.1,60
650,292.178819984683,160.107516093714,4.06,243.9,292.2,160.1
651,292.957739506604,128.949921228444,9.93,595.8,293,128.9
652,293.096770886416,132.061249583516,13.09,785.5,293.1,132.1
653,293.096192596255,132.061754210869,13.74,824.2,293.1,132.1
654,294.153669473866,163.964350345399,8.45,507,294.2,164
655,294.178022412667,161.065706544231,9.59,575.4,294.2,161.1
656,294.925940837888,94.9259158739009,8.81,528.4,294.9,94.9
657,295.071616843707,158.056513406404,5.59,335.7,295.1,158.1
658,295.115259238589,211.142479322352,0.95,57.2,295.1,211.1
659,295.224614153595,67.0510836377909,1.23,73.6,295.2,67.1
660,295.945830293159,38.960479405227,8.77,526.4,295.9,39
661,296.063333587769,104.102536384061,11.48,689.1,296.1,104.1
662,296.915085599117,62.9784577587504,9.96,597.8,296.9,63
663,297.080046703064,57.06684691495,0.83,50.1,297.1,57.1
664,297.105408022071,136.07077310565,11.19,671.2,297.1,136.1
665,297.152279330418,152.053180401682,7.43,445.8,297.2,152.1
666,297.16624906701,70.061596738376,11.16,669.7,297.2,70.1
667,297.239816897625,93.0656487073948,1.2,72,297.2,93.1
668,298.061612446796,104.102530405808,11.48,688.6,298.1,104.1
669,298.111853541694,166.068329633067,5.44,326.5,298.1,166.1
670,298.271473891518,280.257337765179,2.57,154.1,298.3,280.3
672,299.241581127006,86.0923644541235,7.41,444.8,299.2,86.1
673,300.287431926898,69.0658914681525,2.48,149,300.3,69.1
674,301.664304729859,86.0925138704273,12.7,762,301.7,86.1
675,302.131838526748,70.0615793185517,12.79,767.1,302.1,70.1
676,302.193467049379,102.08736725174,5.97,358.1,302.2,102.1
677,302.30265946724,60.0410965863886,3.37,202.1,302.3,60
678,303.174859651659,129.097736506835,13.19,791.6,303.2,129.1
679,303.229128006299,81.065724765163,1.21,72.5,303.2,81.1
680,304.063569903008,194.040353438269,15,899.7,304.1,194
681,304.159575936721,70.0615772778003,13.66,819.6,304.2,70.1
682,304.158824757962,158.089503113384,11.68,700.8,304.2,158.1
683,304.208832414226,85.0245620232026,6.8,408.1,304.2,85
684,305.095524695874,88.0348495335066,13.7,822.2,305.1,88
685,305.162132013009,70.0615280490948,13.77,826.3,305.2,70.1
686,306.045322380945,112.046159127227,9.5,570.3,306,112
687,306.056986062297,38.9606603264026,6.44,386.7,306.1,39
688,306.078728310682,174.034244217716,7.43,445.8,306.1,174
689,306.142232795727,159.088062084367,6.29,377.5,306.1,159.1
690,307.023481627848,116.06701930924,11.65,698.8,307,116.1
691,307.042045619696,137.041285743151,6.07,364.2,307,137
692,307.061933887609,70.0615524496025,9.13,547.8,307.1,70.1
693,307.080887939124,84.0404513609732,15.45,927.2,307.1,84
694,307.10709035509,176.035988247458,10.15,609,307.1,176
695,307.224063401335,81.0657233986791,1.21,72.5,307.2,81.1
696,309.661494174237,86.0925143342932,12.7,762,309.7,86.1
697,310.110477954382,121.023934750964,11.22,673.3,310.1,121
698,310.307706579309,160.034730322783,0.88,52.6,310.3,160
700,311.143440686134,59.0571090851109,4.98,299,311.1,59.1
701,312.126913818699,180.08131082555,5.29,317.3,312.1,180.1
702,312.163553600913,110.066689011278,12.56,753.9,312.2,110.1
703,313.061379395538,88.0360601180075,13.82,829.3,313.1,88
704,313.270862969304,111.112554635879,0.82,49.1,313.3,111.1
705,314.080695481486,121.024702930598,10.46,627.4,314.1,121
706,314.177419740106,174.03513515868,7.43,445.8,314.2,174
707,314.784219859807,176.870903952904,8.86,531.5,314.8,176.9
708,315.077572516081,182.038596412618,13.73,823.7,315.1,182
710,315.643432206331,127.046645296758,14.55,873.2,315.6,127
711,315.675099188046,110.066797021969,12.2,731.9,315.7,110.1
713,316.782536355802,94.9249212806955,8.86,531.5,316.8,94.9
714,316.917226514649,38.9606549729887,8.81,528.4,316.9,39
715,316.918141455922,128.949394169283,9.93,595.8,316.9,128.9
717,317.111933604127,38.9603217711486,8.86,531.5,317.1,39
718,317.110460432764,301.093989407725,1.14,68.5,317.1,301.1
719,317.190196484599,46.0622821829584,12.89,773.2,317.2,46.1
721,317.21199150526,102.08734945598,0.95,57.2,317.2,102.1
722,318.138089562167,175.114317796634,12.67,760,318.1,175.1
723,318.162844170068,70.0615578775785,9.79,587.6,318.2,70.1
724,318.187589590537,157.079583947409,11.24,674.3,318.2,157.1
725,318.297376514379,256.257720668389,1.74,104.2,318.3,256.3
726,318.297428702636,60.0410995635986,3.91,234.7,318.3,60
727,318.876205060083,136.936032515829,8.81,528.4,318.9,136.9
728,318.897126087641,128.948488155678,9.95,596.8,318.9,128.9
729,319.133315951991,174.033896163753,7.44,446.3,319.1,174
730,319.158580447061,84.0765398204314,13.86,831.4,319.2,84.1
731,319.19462858164,173.0873662787,12.86,771.7,319.2,173.1
732,320.093620030372,188.049606734087,5.44,326.5,320.1,188
733,320.092988675518,59.0571443744343,6.39,383.6,320.1,59.1
734,320.653707885942,110.066797021969,12.19,731.4,320.7,110.1
735,322.052206371255,174.033951986955,7.43,445.8,322.1,174
736,322.074141212993,194.040745134673,15,899.7,322.1,194
737,323.036259518981,70.0615769357143,9.12,547.3,323,70.1
738,323.073216619469,158.091284581918,11.65,698.8,323.1,158.1
740,325.013977816868,80.944401599975,4.47,268.4,325,80.9
741,325.040205221831,70.061556771219,12.68,761,325,70.1
742,326.142843320037,194.0983403181,6.97,418.3,326.1,194.1
743,326.153806385632,152.051674115677,6.44,386.7,326.2,152.1
744,326.252225809551,100.071466013959,7.41,444.8,326.3,100.1
745,326.302042379266,62.056782950349,0.94,56.2,326.3,62.1
747,327.138088805938,59.0571551779654,6.07,364.2,327.1,59.1
748,327.22872023051,81.0657773501935,1.2,72,327.2,81.1
749,328.146955770993,185.087110606539,12.73,764.1,328.1,185.1
750,328.693247440188,112.082939577035,15.68,940.5,328.7,112.1
752,329.179064893626,70.0615850227815,12.12,727.3,329.2,70.1
753,329.179214898828,70.0615271569316,9.76,585.6,329.2,70.1
754,329.671335512818,70.0614960413633,13.28,796.7,329.7,70.1
755,329.713571032141,72.0777464523197,14.21,852.8,329.7,72.1
756,330.815849119969,38.9607571807606,8.81,528.5,330.8,39
758,331.04304685214,207.038996989275,13.74,824.2,331,207
759,331.194464229469,147.109187230421,13.3,797.7,331.2,147.1
760,331.194507249288,72.076741328162,8.64,518.2,331.2,72.1
763,332.092080569712,38.9603536334595,11.22,673.3,332.1,39
764,332.15330004121,116.065548019157,13.06,783.4,332.2,116.1
765,332.18935185166,204.129380570218,13.67,820.2,332.2,204.1
766,332.215251103146,159.023111044866,6.1,365.8,332.2,159
767,332.328147764383,91.0505077659193,3.78,226.5,332.3,91.1
768,332.891895538437,38.9607594856004,8.81,528.4,332.9,39
769,332.948717001227,104.988832808613,9.93,595.8,332.9,105
770,333.082978858661,101.013418876528,11.46,687.6,333.1,101
772,333.174348595512,130.081927335244,13.55,813,333.2,130.1
773,333.210142727364,192.019622664091,11.95,717.1,333.2,192
774,334.1575134509,157.055169675563,11.19,671.2,334.2,157.1
776,335.034407258918,207.039074921668,13.74,824.2,335,207
777,335.070935570879,98.9799838903124,13.33,799.8,335.1,99
778,335.189565648219,203.109660396001,13.26,795.7,335.2,203.1
779,335.218796064296,72.0767309147625,1.23,73.6,335.2,72.1
780,336.067275346116,38.9603466801101,5.44,326.5,336.1,39
781,336.084463957665,104.102465522636,11.49,689.6,336.1,104.1
784,337.103306205238,72.0767329824976,8.64,518.2,337.1,72.1
786,338.3394764229,83.0813846776468,0.87,52.1,338.3,83.1
787,339.072613640116,192.019871884969,11.97,718.2,339.1,192
788,340.024798213976,262.93870716256,14.75,884.9,340,262.9
789,340.052986130534,38.9607606140542,8.81,528.4,340.1,39
790,340.077334691659,131.038741112763,14.28,856.9,340.1,131
792,340.68194903186,207.109037491834,11.75,704.9,340.7,207.1
793,340.87891808111,128.948478431094,9.95,596.8,340.9,128.9
794,341.190041178727,110.066740924301,14.03,841.6,341.2,110.1
795,341.301619673964,72.0766300012522,5.27,316.3,341.3,72.1
797,342.148887291307,100.070724776226,7.41,444.8,342.1,100.1
798,342.163239201984,70.0615617806557,12.68,761,342.2,70.1
800,344.055880149748,212.050239215278,15,899.7,344.1,212.1
801,344.069741619147,104.102502023437,11.48,688.6,344.1,104.1
802,344.224241732319,89.0553101034305,2.26,135.8,344.2,89.1
803,344.22435807536,89.0553511607035,1.74,104.2,344.2,89.1
804,344.682974695986,102.05130797852,13.62,817.1,344.7,102.1
805,344.981456101761,104.988851914286,9.93,595.8,345,105
806,345.084260705609,169.131457686601,7.45,446.9,345.1,169.1
807,345.184520133389,46.0623153262807,11.54,692.7,345.2,46.1
808,345.184026374101,102.051058097469,13.62,817.1,345.2,102.1
809,345.180326855993,129.097880875285,15.74,944.6,345.2,129.1
810,345.685839031018,102.051346298671,13.62,817.1,345.7,102.1
811,345.944235139165,90.0521958982477,10.07,603.9,345.9,90.1
812,346.031022857746,154.010653220813,4.86,291.8,346,154
813,346.230206943402,86.0925276439433,5.63,337.7,346.2,86.1
814,347.02161259976,70.061556988589,12.68,761,347,70.1
816,347.189096576688,84.0765121386795,13.98,838.5,347.2,84.1
817,347.937615538359,38.9607535361316,8.79,527.4,347.9,39
818,348.067489579455,136.057559972884,12.41,744.7,348.1,136.1
819,348.067112613222,136.057523814923,13.13,787.5,348.1,136.1
820,348.166655661471,175.115033742112,9.23,553.9,348.2,175.1
821,348.173023485101,189.081129341895,11.15,669.2,348.2,189.1
824,349.047125747253,113.029827370357,4.42,265.3,349,113
825,349.107169507444,136.070876941341,12.22,733.5,349.1,136.1
826,349.205406512486,130.082513140628,12.8,768.1,349.2,130.1
827,349.270567327059,184.166489513989,1.22,73,349.3,184.2
828,350.89246174794,176.870839566787,8.82,529.5,350.9,176.9
829,350.985959857887,85.0245741733165,4.86,291.8,351,85
830,350.997868517698,104.988829257076,9.93,595.8,351,105
832,351.155432220836,85.024544634188,12.84,770.2,351.2,85
833,351.162072893054,44.0464339930126,14.4,864,351.2,44
834,351.663790193446,44.0464344899418,14.4,864,351.7,44
835,352.157770145737,137.041245773448,6.07,364.2,352.2,137
836,352.164262319962,44.0464301453379,14.4,864,352.2,44
837,353.023411625602,225.051990780479,13.74,824.2,353,225.1
839,353.131556421773,120.076036213343,7.24,434.6,353.1,120.1
840,353.176079448573,165.049536410233,8.64,518.3,353.2,165
841,353.228856656432,101.05616259499,5.93,356.1,353.2,101.1
842,353.265589785728,121.061722993727,0.89,53.2,353.3,121.1
843,355.00771065387,247.086725111928,12.41,744.7,355,247.1
844,355.066981984311,73.0433698051637,0.82,49.1,355.1,73
845,355.155570019961,227.060916062125,13.54,812.5,355.2,227.1
846,355.280427016655,67.0510503366228,0.9,54.2,355.3,67.1
847,356.072453706698,76.0352611522045,13.94,836.5,356.1,76
848,356.16418564236,166.068742024739,5.42,325.5,356.2,166.1
849,356.202713344005,72.076864377365,11.42,685,356.2,72.1
850,356.851523475297,176.870982777695,8.81,528.4,356.9,176.9
851,356.909922687785,104.98884908556,9.93,595.8,356.9,105
852,357.052730739719,98.979821748695,13.33,799.8,357.1,99
853,357.246386400419,72.0776211830465,16.36,981.3,357.2,72.1
854,357.296331314545,95.0818730241856,0.9,54.2,357.3,95.1
855,358.193724825945,70.0615556690023,11.15,669.2,358.2,70.1
856,358.199474212896,206.113487932546,1.23,73.6,358.2,206.1
857,358.697094398772,60.0410245647473,15.81,948.7,358.7,60
858,358.693888053445,70.0615679303498,13.31,798.7,358.7,70.1
859,359.087949842576,191.035310827405,11,660,359.1,191
860,360.028794580073,46.0623105611315,15,899.7,360,46.1
861,360.056888293206,152.051739226175,13.52,811,360.1,152.1
862,360.220746608114,186.11982193368,12.21,732.4,360.2,186.1
863,361.055369012418,214.002241886115,11.99,719.2,361.1,214
864,361.083696327441,104.102452316025,11.49,689.6,361.1,104.1
865,361.179612020841,232.137877548679,13.78,826.8,361.2,232.1
866,361.18025435992,158.088448755161,12.16,729.4,361.2,158.1
868,361.673295489646,129.098415777092,12.6,755.9,361.7,129.1
869,362.080175676743,104.102570671876,11.48,689.1,362.1,104.1
870,362.082184326161,136.055867396077,8.25,494.8,362.1,136.1
871,362.082492995575,152.052484063188,13.52,811,362.1,152.1
872,363.1845426116,129.097928225032,12.92,775.3,363.2,129.1
873,363.695437920057,72.0766490147101,14.34,860.4,363.7,72.1
874,364.061586475397,152.052499026905,13.53,812,364.1,152.1
876,364.200376437852,84.076577713666,16.34,980.3,364.2,84.1
877,364.703375832327,74.0563659082869,13.13,787.5,364.7,74.1
878,364.870560740649,70.061478002837,16.2,972.1,364.9,70.1
879,365.102319850814,85.0246041183804,11.7,701.8,365.1,85
880,365.10180701109,203.048085791065,10.85,650.8,365.1,203
881,365.208508743073,72.0768308401786,11.43,685.5,365.2,72.1
882,365.204715214964,70.0614847800334,16.22,973.1,365.2,70.1
883,365.539287326321,70.0614801023004,16.22,973.1,365.5,70.1
884,365.710023356499,72.0768347582575,11.43,685.5,365.7,72.1
885,366.047558591332,116.065757755424,9.03,541.7,366,116.1
886,366.172920895024,86.0924334253361,9.65,578.9,366.2,86.1
887,366.210777938705,72.0768527998744,11.43,685.5,366.2,72.1
888,366.369578071024,121.061238362724,0.86,51.6,366.4,121.1
889,367.136058864061,184.069336176366,14.76,885.4,367.1,184.1
891,368.063542018507,118.082104207776,11.36,681.4,368.1,118.1
892,369.108683597004,120.076110180515,7.24,434.1,369.1,120.1
893,369.184299479177,110.066772091072,13.02,781.4,369.2,110.1
894,369.246087089772,241.148574947243,16.53,992,369.2,241.1
895,369.348102768438,121.0601681797,0.85,51.1,369.3,121.1
896,369.899185171789,104.988810138115,9.92,595.3,369.9,105
897,370.032670290527,113.029942362187,4.42,265.3,370,113
898,370.048607826523,247.086966590999,12.41,744.7,370,247.1
899,370.178988687514,180.083316340655,5.29,317.3,370.2,180.1
901,370.292040480143,121.061645004272,0.87,52.1,370.3,121.1
903,371.029058474303,113.029960355872,4.42,265.3,371,113
904,371.097561202856,73.0434041485768,0.82,49.1,371.1,73
905,371.108784423337,136.057566129915,11.29,677.4,371.1,136.1
906,372.825971529561,176.870980398096,8.81,528.4,372.8,176.9
907,372.968431911137,154.012279509053,4.86,291.8,373,154
908,373.193129975307,101.067536393441,13.6,816.1,373.2,101.1
910,374.151933352998,70.0615511936393,14.15,848.7,374.2,70.1
911,374.200918416977,129.098100248372,12.63,757.9,374.2,129.1
912,374.209936971493,72.0777098112152,8.62,517.2,374.2,72.1
913,374.235685480524,129.096784382188,12.31,738.6,374.2,129.1
914,374.874263255769,70.061534425897,16.22,973.1,374.9,70.1
915,374.959738338724,104.988793179973,9.93,595.8,375,105
916,375.00514145776,269.041995837168,13.74,824.2,375,269
917,375.094735442744,160.896312138996,8.71,522.3,375.1,160.9
918,375.184272116209,226.110728562298,12.55,752.8,375.2,226.1
919,375.19477592747,175.115789066273,13.7,822.2,375.2,175.1
920,375.220327319989,100.070212542536,15.57,934.4,375.2,100.1
921,376.048002986924,126.018102713399,8.47,508.1,376,126
922,376.924787401092,38.9599324441498,8.81,528.4,376.9,39
923,376.937946974366,128.949779976298,9.92,595.3,376.9,128.9
924,377.141606449535,243.083439916625,5.95,357.1,377.1,243.1
926,378.067396807901,174.035388551544,13.52,811,378.1,174
927,378.917037764122,128.949796584034,9.93,595.8,378.9,128.9
928,378.986392495319,286.995181265424,12.41,744.7,379,287
929,379.707736853611,262.135098665356,12.57,754.4,379.7,262.1
930,379.708433980042,72.0767050027029,11.69,701.3,379.7,72.1
931,380.697642218108,129.097228539349,15.74,944.6,380.7,129.1
932,381.199931455289,84.0770052314126,15.74,944.6,381.2,84.1
933,381.696913579665,133.056594938683,14.43,866.1,381.7,133.1
934,381.700524986667,102.050758637178,15.74,944.6,381.7,102.1
935,383.111889002605,203.049116886151,11.65,698.8,383.1,203
937,383.893978614135,72.07674453734,10.76,645.7,383.9,72.1
938,384.060963582262,104.102558842756,11.49,689.6,384.1,104.1
939,384.111971989027,252.06963483396,12.39,743.7,384.1,252.1
940,384.768420284979,102.086956808745,0.97,58.3,384.8,102.1
941,385.125339907503,134.022270363691,11.34,680.4,385.1,134
942,385.269910462783,67.0510471960248,0.99,59.3,385.3,67.1
944,386.042898459376,174.035397775233,13.53,812,386,174
945,386.235840470672,244.162604721147,13.3,797.7,386.2,244.2
946,386.679479178843,44.0464289206562,14.39,863.5,386.7,44
947,386.697673659767,217.079680407716,15.69,941.5,386.7,217.1
948,386.700308372664,72.0766696377584,11.7,701.8,386.7,72.1
949,387.032919116505,126.018139536605,8.45,507,387,126
950,387.171510814722,120.076507797262,7.24,434.6,387.2,120.1
951,387.716574893232,129.099115431319,16.59,995.6,387.7,129.1
952,388.197727115739,72.0766913312736,15.42,925.2,388.2,72.1
954,388.250202706868,89.0553351238745,1.85,111.3,388.3,89.1
956,388.85613855027,178.870725885596,8.81,528.4,388.9,178.9
958,389.108546077753,295.196968782648,0.83,50.1,389.1,295.2
959,389.174075769721,158.089530450282,13.23,793.6,389.2,158.1
960,389.199258642415,129.098037188652,13.02,781.4,389.2,129.1
961,389.694834661265,100.071316846123,15.56,933.4,389.7,100.1
962,389.895968960551,128.949912506311,9.92,595.3,389.9,128.9
963,389.947302093081,38.9603491253833,8.79,527.4,389.9,39
964,390.186868003948,72.0767506262943,8.62,517.2,390.2,72.1
966,390.990000191883,128.949787618081,9.93,595.8,391,128.9
968,391.707931638965,110.06781196037,14.23,853.8,391.7,110.1
969,391.945856526865,193.993663953109,8.79,527.4,391.9,194
970,392.90243255116,38.9600916869495,8.81,528.4,392.9,39
971,392.976870753503,277.89523024804,1.12,67.4,393,277.9
972,393.197349596241,70.061466532443,11.73,703.9,393.2,70.1
973,393.220665127267,243.081294897079,5.93,356.1,393.2,243.1
979,396.038832921103,83.0570315265418,10.52,631.5,396,83.1
980,396.884854980668,120.076441206474,15.4,924.2,396.9,120.1
982,397.109789206916,38.9606279059398,8.81,528.4,397.1,39
983,397.222729873167,86.092044338019,10.71,642.7,397.2,86.1
984,398.028491393136,126.018132964781,8.47,508.1,398,126
985,398.920324764591,128.949794358954,9.93,595.8,398.9,128.9
986,400.193247945914,288.977688975695,8.47,508.1,400.2,289
987,400.700485505846,70.0608887668344,15.71,942.5,400.7,70.1
988,400.899263493091,128.948495496197,9.93,595.8,400.9,128.9
989,401.210156243514,175.114306259574,12.21,732.4,401.2,175.1
992,401.341540353469,85.0245405772653,4.43,265.8,401.3,85
993,401.337749267351,89.0553478939283,0.88,52.6,401.3,89.1
997,402.205432234031,255.104364647113,12.16,729.4,402.2,255.1
998,402.878570834615,340.881221479273,9.96,597.8,402.9,340.9
999,403.130896667423,250.124004167438,11.49,689.6,403.1,250.1
1002,404.12706220104,104.103745587071,11.48,689.1,404.1,104.1
1004,404.210084701681,387.175909949002,14.11,846.7,404.2,387.2
1005,404.209698963869,98.9798159525511,10.24,614.6,404.2,99
1007,405.155321829035,302.086713884128,8.13,487.6,405.2,302.1
1008,405.168876325879,72.0775525257525,14.37,862,405.2,72.1
1009,405.194517672019,147.108606237563,13.38,802.8,405.2,147.1
1010,405.19418970547,147.10719044159,14.69,881.3,405.2,147.1
1011,405.205995338862,175.115768373956,11.99,719.7,405.2,175.1
1012,406.127887958822,130.045196222573,11,660,406.1,130
1015,407.684632247132,116.066936147872,12.22,733.5,407.7,116.1
1016,408.219012309199,116.067042677404,13.58,815.1,408.2,116.1
1017,408.720662249075,116.066959390243,13.58,815.1,408.7,116.1
1018,408.72875320606,197.119546310122,12.72,763,408.7,197.1
1019,409.221861122242,116.06586924509,13.58,815.1,409.2,116.1
1020,409.229994196972,197.124901014032,12.72,763,409.2,197.1
1021,409.720606198265,72.0767688647857,11.15,669.2,409.7,72.1
1023,410.178921791244,118.081889371852,8.62,517.2,410.2,118.1
1024,410.901052799442,128.94846664653,9.93,595.8,410.9,128.9
1025,412.109202046704,104.102408549381,13.07,784.5,412.1,104.1
1026,412.21522948242,170.089307263969,11.24,674.3,412.2,170.1
1028,412.759851402966,176.870552203801,8.82,529.5,412.8,176.9
1029,413.119696811484,136.05782213779,9.42,565.2,413.1,136.1
1030,413.173659400019,110.066731821036,12.87,772.2,413.2,110.1
1031,413.198927896332,187.103329467695,12.55,752.8,413.2,187.1
1032,414.060021398511,104.102544660743,11.49,689.6,414.1,104.1
1034,414.710974983772,142.022086663415,14.26,855.3,414.7,142
1037,414.793186423331,108.051552483532,1.21,72.5,414.8,108.1
1038,414.892946581954,136.93554988834,8.81,528.4,414.9,136.9
1039,414.951021111754,128.948664426734,9.93,595.8,415,128.9
1040,415.18911753621,275.164446901084,13.23,793.6,415.2,275.2
1041,415.207714959207,119.081846818241,0.95,57.2,415.2,119.1
1042,415.352927780989,151.070614827415,0.82,49.1,415.4,151.1
1043,416.193309721801,154.054347520308,10.15,609,416.2,154.1
1044,416.234593681891,171.107219316587,15.35,921.1,416.2,171.1
1045,416.245601986519,244.161804806608,12.96,777.3,416.2,244.2
1046,416.332510788704,59.0571559990839,5.24,314.3,416.3,59.1
1048,416.890795199844,136.935981896014,8.81,528.4,416.9,136.9
1049,417.199834370832,72.077816328679,14.37,862,417.2,72.1
1050,417.205200719422,215.134303843773,12.72,763,417.2,215.1
1051,417.241700681721,129.096694166454,13.36,801.8,417.2,129.1
1052,417.241700876448,86.091926345295,9.96,597.8,417.2,86.1
1053,418.200444375689,110.066945714878,12.85,771.2,418.2,110.1
1054,418.224523052729,258.142963154315,13.89,833.4,418.2,258.1
1055,418.224998322238,86.0919092933208,8.69,521.3,418.2,86.1
